gr.id,smp.id,Repetition,Year,State,Type,JDctr,det.id,distance,vis.id,size
198,395,1,2007,MO,CONTROL,-3,NA,NA,2007_1,NA
198,395,1,2008,MO,CONTROL,0,NA,NA,2008_1,NA
198,396,1,2006,MO,TREAT,-1,167,160.03,2006_1,1
198,396,1,2007,MO,TREAT,-3,168,182,2007_1,1
198,396,1,2008,MO,TREAT,0,169,219,2008_1,1
198,396,1,2008,MO,TREAT,0,170,404,2008_1,1
199,397,1,2006,MO,CONTROL,0,171,489.52,2006_1,1
199,397,1,2006,MO,CONTROL,0,172,453.99,2006_1,1
199,397,1,2006,MO,CONTROL,0,173,453.92,2006_1,1
199,397,1,2007,MO,CONTROL,-1,174,482,2007_1,1
199,397,1,2007,MO,CONTROL,-1,NA,NA,2007_1,NA
199,397,1,2007,MO,CONTROL,-1,NA,NA,2007_1,NA
199,397,1,2008,MO,CONTROL,2,NA,NA,2008_1,NA
199,398,1,2006,MO,TREAT,0,NA,NA,2006_1,NA
199,398,1,2007,MO,TREAT,-1,NA,NA,2007_1,NA
199,398,1,2008,MO,TREAT,2,NA,NA,2008_1,NA
200,399,1,2006,MO,CONTROL,1,NA,NA,2006_1,NA
200,399,1,2007,MO,CONTROL,7,175,388,2007_1,1
200,399,1,2007,MO,CONTROL,7,176,296,2007_1,1
200,399,1,2008,MO,CONTROL,3,NA,NA,2008_1,NA
200,400,1,2006,MO,TREAT,1,177,179.1,2006_1,1
200,400,1,2006,MO,TREAT,1,178,313.24,2006_1,1
200,400,1,2006,MO,TREAT,1,179,164.23,2006_1,1
200,400,1,2006,MO,TREAT,1,180,375,2006_1,1
200,400,1,2006,MO,TREAT,1,181,329.97,2006_1,1
