gr.id,smp.id,Repetition,Year,State,Type,JDctr,det.id,distance,vis.id,size
200,400,1,2007,MO,TREAT,9,182,369,2007_1,1
200,400,1,2007,MO,TREAT,9,183,227,2007_1,1
200,400,1,2007,MO,TREAT,9,184,367,2007_1,1
200,400,1,2007,MO,TREAT,9,185,320,2007_1,1
200,400,1,2007,MO,TREAT,9,186,189,2007_1,1
200,400,1,2007,MO,TREAT,9,187,400,2007_1,1
200,400,1,2007,MO,TREAT,9,188,268,2007_1,1
200,400,1,2007,MO,TREAT,9,189,178,2007_1,1
200,400,1,2008,MO,TREAT,3,190,91,2008_1,1
200,400,1,2008,MO,TREAT,3,191,212,2008_1,1
200,400,1,2008,MO,TREAT,3,192,149,2008_1,1
237,401,1,2006,MO,CONTROL,8,193,173.76,2006_1,1
237,401,1,2006,MO,CONTROL,8,194,167.66,2006_1,1
237,401,1,2006,MO,CONTROL,8,195,183.61,2006_1,1
237,401,1,2006,MO,CONTROL,8,196,73.06,2006_1,1
237,401,1,2007,MO,CONTROL,-23,197,122,2007_1,1
237,401,1,2007,MO,CONTROL,-23,198,148,2007_1,1
237,401,1,2007,MO,CONTROL,-23,199,273,2007_1,1
237,401,1,2007,MO,CONTROL,-23,200,177,2007_1,1
237,401,1,2007,MO,CONTROL,-23,201,334,2007_1,1
237,401,1,2008,MO,CONTROL,-17,202,429,2008_1,1
237,401,1,2008,MO,CONTROL,-17,203,310,2008_1,1
237,401,1,2008,MO,CONTROL,-17,204,276,2008_1,1
237,401,1,2008,MO,CONTROL,-17,205,366,2008_1,1
237,401,1,2008,MO,CONTROL,-17,206,440,2008_1,1
237,402,1,2006,MO,TREAT,8,207,74.77,2006_1,1
237,402,1,2006,MO,TREAT,8,208,166.92,2006_1,1
237,402,1,2006,MO,TREAT,8,209,101.98,2006_1,1
237,402,1,2006,MO,TREAT,8,210,129.98,2006_1,1
237,402,1,2007,MO,TREAT,-25,211,298,2007_1,1
237,402,1,2007,MO,TREAT,-25,212,213,2007_1,1
237,402,1,2007,MO,TREAT,-25,213,284,2007_1,1
237,402,1,2007,MO,TREAT,-25,214,193,2007_1,1
237,402,1,2008,MO,TREAT,-17,215,243,2008_1,1
237,402,1,2008,MO,TREAT,-17,216,324,2008_1,1
238,403,1,2006,MO,CONTROL,6,217,251.46,2006_1,1
238,403,1,2006,MO,CONTROL,6,218,310.04,2006_1,1
238,403,1,2006,MO,CONTROL,6,219,202.07,2006_1,1
238,403,1,2006,MO,CONTROL,6,220,153.04,2006_1,1
238,403,1,2007,MO,CONTROL,-19,221,235,2007_1,1
238,403,1,2007,MO,CONTROL,-19,222,424,2007_1,1
238,403,1,2007,MO,CONTROL,-19,223,260,2007_1,1
238,403,1,2008,MO,CONTROL,6,224,116,2008_1,1
238,403,1,2008,MO,CONTROL,6,225,80,2008_1,1
238,403,1,2008,MO,CONTROL,6,226,235,2008_1,1
238,404,1,2006,MO,TREAT,6,227,324.39,2006_1,1
238,404,1,2006,MO,TREAT,6,228,265.79,2006_1,1
238,404,1,2006,MO,TREAT,6,229,165.17,2006_1,1
238,404,1,2006,MO,TREAT,6,230,167.97,2006_1,1
238,404,1,2006,MO,TREAT,6,231,182.86,2006_1,1
238,404,1,2006,MO,TREAT,6,232,241.62,2006_1,1
238,404,1,2007,MO,TREAT,-19,233,414,2007_1,1
238,404,1,2007,MO,TREAT,-19,234,486,2007_1,1
238,404,1,2008,MO,TREAT,6,NA,NA,2008_1,NA
239,405,1,2006,MO,CONTROL,-8,NA,NA,2006_1,NA
239,405,1,2007,MO,CONTROL,-6,NA,NA,2007_1,NA
239,405,1,2008,MO,CONTROL,4,235,190,2008_1,1
239,405,1,2008,MO,CONTROL,4,236,331,2008_1,1
239,406,1,2006,MO,TREAT,-8,NA,NA,2006_1,NA
239,406,1,2007,MO,TREAT,-6,NA,NA,2007_1,NA
239,406,1,2008,MO,TREAT,4,237,332,2008_1,1
240,407,1,2006,MO,CONTROL,-7,238,487.32,2006_1,1
240,407,1,2006,MO,CONTROL,-7,239,334.16,2006_1,1
240,407,1,2007,MO,CONTROL,-9,NA,NA,2007_1,NA
240,407,1,2008,MO,CONTROL,5,NA,NA,2008_1,NA
240,408,1,2006,MO,TREAT,-7,NA,NA,2006_1,NA
240,408,1,2007,MO,TREAT,-9,NA,NA,2007_1,NA
240,408,1,2008,MO,TREAT,5,NA,NA,2008_1,NA
241,409,1,2007,MO,CONTROL,-5,NA,NA,2007_1,NA
241,409,1,2008,MO,CONTROL,0,NA,NA,2008_1,NA
241,410,1,2007,MO,TREAT,-5,240,232,2007_1,1
241,410,1,2008,MO,TREAT,0,NA,NA,2008_1,NA
242,411,1,2006,MO,CONTROL,-11,241,250.11,2006_1,1
242,411,1,2006,MO,CONTROL,-11,NA,NA,2006_1,NA
242,411,1,2006,MO,CONTROL,-11,NA,NA,2006_1,NA
242,412,1,2006,MO,TREAT,-11,242,243.1,2006_1,1
242,412,1,2006,MO,TREAT,-11,243,293.37,2006_1,1
243,413,1,2006,MO,CONTROL,-11,244,258.85,2006_1,1
243,413,1,2006,MO,CONTROL,-11,245,199.24,2006_1,1
243,413,1,2006,MO,CONTROL,-11,246,235.07,2006_1,1
243,413,1,2006,MO,CONTROL,-11,247,217.59,2006_1,1
243,413,1,2007,MO,CONTROL,8,NA,NA,2007_1,NA
243,413,1,2008,MO,CONTROL,-20,NA,NA,2008_1,NA
243,414,1,2006,MO,TREAT,-11,248,184.01,2006_1,1
243,414,1,2006,MO,TREAT,-11,249,122.1,2006_1,1
243,414,1,2006,MO,TREAT,-11,250,131.27,2006_1,1
243,414,1,2006,MO,TREAT,-11,251,105.3,2006_1,1
243,414,1,2007,MO,TREAT,8,252,336,2007_1,1
243,414,1,2007,MO,TREAT,8,253,265,2007_1,1
243,414,1,2007,MO,TREAT,8,254,214,2007_1,1
243,414,1,2008,MO,TREAT,-20,255,86,2008_1,1
243,414,1,2008,MO,TREAT,-20,256,17,2008_1,1
243,414,1,2008,MO,TREAT,-20,257,230,2008_1,1
243,414,1,2008,MO,TREAT,-20,258,195,2008_1,1
201,415,1,2006,MO,CONTROL,5,NA,NA,2006_1,NA
201,415,1,2007,MO,CONTROL,2,259,181,2007_1,1
201,415,1,2007,MO,CONTROL,2,260,38,2007_1,1
201,415,1,2007,MO,CONTROL,2,261,177,2007_1,1
201,415,1,2007,MO,CONTROL,2,262,175,2007_1,1
201,415,1,2007,MO,CONTROL,2,263,200,2007_1,1
201,415,1,2008,MO,CONTROL,-19,264,150,2008_1,1
201,415,1,2008,MO,CONTROL,-19,265,377,2008_1,1
201,415,1,2008,MO,CONTROL,-19,266,208,2008_1,1
201,415,1,2008,MO,CONTROL,-19,267,433,2008_1,1
201,415,1,2008,MO,CONTROL,-19,268,379,2008_1,1
201,415,1,2008,MO,CONTROL,-19,269,119,2008_1,1
201,416,1,2006,MO,TREAT,5,NA,NA,2006_1,NA
201,416,1,2007,MO,TREAT,2,270,378,2007_1,1
201,416,1,2007,MO,TREAT,2,271,106,2007_1,1
201,416,1,2008,MO,TREAT,-19,272,487,2008_1,1
201,416,1,2008,MO,TREAT,-19,273,444,2008_1,1
201,416,1,2008,MO,TREAT,-19,274,313,2008_1,1
202,417,1,2006,MO,CONTROL,4,NA,NA,2006_1,NA
202,417,1,2007,MO,CONTROL,4,NA,NA,2007_1,NA
202,417,1,2008,MO,CONTROL,-20,275,481,2008_1,1
202,417,1,2008,MO,CONTROL,-20,276,433,2008_1,1
202,418,1,2006,MO,TREAT,4,277,60.91,2006_1,1
202,418,1,2006,MO,TREAT,4,278,177.5,2006_1,1
202,418,1,2007,MO,TREAT,4,279,116,2007_1,1
202,418,1,2007,MO,TREAT,4,280,115,2007_1,1
202,418,1,2008,MO,TREAT,-20,281,226,2008_1,1
202,418,1,2008,MO,TREAT,-20,282,308,2008_1,1
202,418,1,2008,MO,TREAT,-20,283,306,2008_1,1
203,419,1,2006,MO,CONTROL,2,NA,NA,2006_1,NA
203,419,1,2007,MO,CONTROL,5,284,175,2007_1,1
203,419,1,2007,MO,CONTROL,5,285,175,2007_1,1
203,419,1,2007,MO,CONTROL,5,286,375,2007_1,1
203,419,1,2007,MO,CONTROL,5,287,175,2007_1,1
203,419,1,2008,MO,CONTROL,-18,288,192,2008_1,1
203,419,1,2008,MO,CONTROL,-18,289,288,2008_1,1
203,420,1,2006,MO,TREAT,2,NA,NA,2006_1,NA
203,420,1,2007,MO,TREAT,5,290,171,2007_1,1
203,420,1,2007,MO,TREAT,5,291,231,2007_1,1
203,420,1,2007,MO,TREAT,5,292,140,2007_1,1
203,420,1,2007,MO,TREAT,5,293,182,2007_1,1
203,420,1,2007,MO,TREAT,5,294,172,2007_1,1
203,420,1,2008,MO,TREAT,-18,295,281,2008_1,1
204,421,1,2006,MO,CONTROL,-1,NA,NA,2006_1,NA
204,421,1,2007,MO,CONTROL,5,296,485,2007_1,1
204,421,1,2008,MO,CONTROL,-13,NA,NA,2008_1,NA
204,422,1,2006,MO,TREAT,-1,NA,NA,2006_1,NA
204,422,1,2007,MO,TREAT,5,297,152,2007_1,1
204,422,1,2008,MO,TREAT,-13,NA,NA,2008_1,NA
205,423,1,2006,MO,CONTROL,2,NA,NA,2006_1,NA
205,423,1,2007,MO,CONTROL,4,298,405,2007_1,1
205,423,1,2008,MO,CONTROL,-12,299,181,2008_1,1
205,423,1,2008,MO,CONTROL,-12,300,232,2008_1,1
205,424,1,2006,MO,TREAT,2,301,115.37,2006_1,1
205,424,1,2007,MO,TREAT,4,NA,NA,2007_1,NA
205,424,1,2008,MO,TREAT,-12,NA,NA,2008_1,NA
206,425,1,2006,MO,CONTROL,-23,302,321.26,2006_1,1
206,425,1,2006,MO,CONTROL,-23,303,330.96,2006_1,1
206,425,1,2006,MO,CONTROL,-23,304,383.4,2006_1,1
206,425,1,2007,MO,CONTROL,-3,305,208,2007_1,1
206,425,1,2008,MO,CONTROL,-21,NA,NA,2008_1,NA
206,426,1,2006,MO,TREAT,-23,306,209.38,2006_1,1
206,426,1,2007,MO,TREAT,-3,NA,NA,2007_1,NA
206,426,1,2008,MO,TREAT,-21,NA,NA,2008_1,NA
207,427,1,2006,MO,CONTROL,-24,307,225,2006_1,1
207,427,1,2006,MO,CONTROL,-24,308,199,2006_1,1
207,427,1,2006,MO,CONTROL,-24,309,231,2006_1,1
207,427,1,2007,MO,CONTROL,9,NA,NA,2007_1,NA
207,427,1,2008,MO,CONTROL,-1,NA,NA,2008_1,NA
207,428,1,2006,MO,TREAT,-24,310,254,2006_1,1
207,428,1,2006,MO,TREAT,-24,311,247,2006_1,1
207,428,1,2006,MO,TREAT,-24,312,350,2006_1,1
207,428,1,2006,MO,TREAT,-24,313,292,2006_1,1
207,428,1,2006,MO,TREAT,-24,314,277,2006_1,1
207,428,1,2007,MO,TREAT,9,315,293,2007_1,1
207,428,1,2007,MO,TREAT,9,316,212,2007_1,1
207,428,1,2007,MO,TREAT,9,317,263,2007_1,1
207,428,1,2008,MO,TREAT,-1,NA,NA,2008_1,NA
207,428,1,2008,MO,TREAT,-1,NA,NA,2008_1,NA
207,428,1,2008,MO,TREAT,-1,NA,NA,2008_1,NA
208,429,1,2006,MO,CONTROL,-12,318,260.58,2006_1,1
208,429,1,2006,MO,CONTROL,-12,319,490.4,2006_1,1
208,429,1,2006,MO,CONTROL,-12,NA,NA,2006_1,NA
208,429,1,2006,MO,CONTROL,-12,320,488.91,2006_1,1
208,429,1,2006,MO,CONTROL,-12,321,447.9,2006_1,1
208,429,1,2006,MO,CONTROL,-12,322,397.73,2006_1,1
208,429,1,2006,MO,CONTROL,-12,323,450.25,2006_1,1
208,429,1,2006,MO,CONTROL,-12,324,313.93,2006_1,1
208,429,1,2006,MO,CONTROL,-12,325,135.01,2006_1,1
208,429,1,2006,MO,CONTROL,-12,NA,NA,2006_1,NA
208,429,1,2007,MO,CONTROL,-12,326,134,2007_1,1
208,429,1,2007,MO,CONTROL,-12,327,264,2007_1,1
208,429,1,2007,MO,CONTROL,-12,328,193,2007_1,1
208,429,1,2008,MO,CONTROL,7,329,91,2008_1,1
208,430,1,2006,MO,TREAT,-12,330,238.31,2006_1,1
208,430,1,2006,MO,TREAT,-12,331,114.65,2006_1,1
208,430,1,2006,MO,TREAT,-12,332,120.08,2006_1,1
208,430,1,2006,MO,TREAT,-12,333,132.23,2006_1,1
208,430,1,2007,MO,TREAT,-12,334,213,2007_1,1
208,430,1,2007,MO,TREAT,-12,335,268,2007_1,1
208,430,1,2007,MO,TREAT,-12,336,121,2007_1,1
208,430,1,2008,MO,TREAT,7,NA,NA,2008_1,NA
209,431,1,2006,MO,CONTROL,8,NA,NA,2006_1,NA
209,431,1,2007,MO,CONTROL,6,NA,NA,2007_1,NA
209,431,1,2008,MO,CONTROL,9,NA,NA,2008_1,NA
209,432,1,2006,MO,TREAT,8,337,448.89,2006_1,1
209,432,1,2007,MO,TREAT,5,NA,NA,2007_1,NA
209,432,1,2008,MO,TREAT,9,NA,NA,2008_1,NA
210,433,1,2006,MO,CONTROL,5,NA,NA,2006_1,NA
210,433,1,2007,MO,CONTROL,11,NA,NA,2007_1,NA
210,433,1,2008,MO,CONTROL,-6,338,138,2008_1,1
210,433,1,2008,MO,CONTROL,-6,339,283,2008_1,1
210,433,1,2008,MO,CONTROL,-6,340,420,2008_1,1
210,433,1,2008,MO,CONTROL,-6,341,442,2008_1,1
210,434,1,2006,MO,TREAT,5,NA,NA,2006_1,NA
210,434,1,2007,MO,TREAT,11,NA,NA,2007_1,NA
210,434,1,2008,MO,TREAT,-6,NA,NA,2008_1,NA
211,435,1,2006,MO,CONTROL,-11,342,151.38,2006_1,1
211,435,1,2006,MO,CONTROL,-11,343,411.78,2006_1,1
211,435,1,2006,MO,CONTROL,-11,344,190.43,2006_1,1
211,435,1,2006,MO,CONTROL,-11,345,405.15,2006_1,1
211,435,1,2006,MO,CONTROL,-11,346,379.54,2006_1,1
211,435,1,2006,MO,CONTROL,-11,347,405.37,2006_1,1
211,435,1,2006,MO,CONTROL,-11,348,431.48,2006_1,1
211,435,1,2006,MO,CONTROL,-11,349,394.21,2006_1,1
211,435,1,2007,MO,CONTROL,3,NA,NA,2007_1,NA
211,435,1,2008,MO,CONTROL,-18,350,166,2008_1,1
211,435,1,2008,MO,CONTROL,-18,351,205,2008_1,1
211,435,1,2008,MO,CONTROL,-18,352,165,2008_1,1
211,436,1,2006,MO,TREAT,-11,353,392.69,2006_1,1
211,436,1,2006,MO,TREAT,-11,354,489.56,2006_1,1
211,436,1,2006,MO,TREAT,-11,355,284.68,2006_1,1
211,436,1,2006,MO,TREAT,-11,356,491.52,2006_1,1
211,436,1,2006,MO,TREAT,-11,357,189.36,2006_1,1
211,436,1,2006,MO,TREAT,-11,358,474.44,2006_1,1
211,436,1,2006,MO,TREAT,-11,359,303.65,2006_1,1
211,436,1,2007,MO,TREAT,3,NA,NA,2007_1,NA
211,436,1,2008,MO,TREAT,-18,NA,NA,2008_1,NA
212,437,1,2006,MO,CONTROL,-7,360,295.07,2006_1,1
212,437,1,2006,MO,CONTROL,-7,361,353.83,2006_1,1
212,437,1,2006,MO,CONTROL,-7,362,172.35,2006_1,1
212,437,1,2006,MO,CONTROL,-7,363,486.39,2006_1,1
212,437,1,2006,MO,CONTROL,-7,NA,NA,2006_1,NA
212,437,1,2006,MO,CONTROL,-7,NA,NA,2006_1,NA
212,438,1,2006,MO,TREAT,-7,364,448.87,2006_1,1
212,438,1,2006,MO,TREAT,-7,365,378.6,2006_1,1
212,438,1,2006,MO,TREAT,-7,366,408.81,2006_1,1
212,438,1,2006,MO,TREAT,-7,367,101.6,2006_1,1
212,438,1,2006,MO,TREAT,-7,368,126.27,2006_1,1
213,439,1,2006,MO,CONTROL,-6,NA,NA,2006_1,NA
213,440,1,2006,MO,TREAT,-6,369,434.51,2006_1,1
214,441,1,2006,MO,CONTROL,1,NA,NA,2006_1,NA
214,441,1,2006,MO,CONTROL,1,370,287.36,2006_1,1
214,441,1,2006,MO,CONTROL,1,371,369.94,2006_1,1
214,441,1,2007,MO,CONTROL,-9,NA,NA,2007_1,NA
214,441,1,2008,MO,CONTROL,10,NA,NA,2008_1,NA
214,442,1,2006,MO,TREAT,1,372,351.2,2006_1,1
214,442,1,2006,MO,TREAT,1,373,317.91,2006_1,1
214,442,1,2007,MO,TREAT,-9,374,224,2007_1,1
214,442,1,2007,MO,TREAT,-9,375,319,2007_1,1
214,442,1,2007,MO,TREAT,-9,376,167,2007_1,1
214,442,1,2008,MO,TREAT,10,377,168,2008_1,1
215,443,1,2006,MO,CONTROL,4,NA,NA,2006_1,NA
215,443,1,2007,MO,CONTROL,1,NA,NA,2007_1,NA
215,443,1,2008,MO,CONTROL,-4,NA,NA,2008_1,NA
215,444,1,2006,MO,TREAT,4,378,236.7,2006_1,1
215,444,1,2007,MO,TREAT,1,NA,NA,2007_1,NA
215,444,1,2008,MO,TREAT,-4,NA,NA,2008_1,NA
216,445,1,2006,MO,CONTROL,10,379,323.46,2006_1,1
216,445,1,2007,MO,CONTROL,2,NA,NA,2007_1,NA
216,445,1,2008,MO,CONTROL,-11,NA,NA,2008_1,NA
216,446,1,2006,MO,TREAT,10,NA,NA,2006_1,NA
216,446,1,2007,MO,TREAT,2,NA,NA,2007_1,NA
216,446,1,2008,MO,TREAT,-11,380,74,2008_1,1
216,446,1,2008,MO,TREAT,-11,381,39,2008_1,1
217,447,1,2006,MO,CONTROL,-14,382,404.09,2006_1,1
217,447,1,2006,MO,CONTROL,-14,383,428.77,2006_1,1
217,447,1,2006,MO,CONTROL,-14,384,349.56,2006_1,1
217,447,1,2007,MO,CONTROL,-2,NA,NA,2007_1,NA
217,447,1,2008,MO,CONTROL,-20,NA,NA,2008_1,NA
217,448,1,2006,MO,TREAT,-14,385,251.06,2006_1,1
217,448,1,2006,MO,TREAT,-14,386,329.95,2006_1,1
217,448,1,2007,MO,TREAT,-2,NA,NA,2007_1,NA
217,448,1,2008,MO,TREAT,-20,387,397,2008_1,1
217,448,1,2008,MO,TREAT,-20,388,415,2008_1,1
218,449,1,2006,MO,CONTROL,-1,NA,NA,2006_1,NA
218,449,1,2007,MO,CONTROL,-12,389,438,2007_1,1
218,449,1,2007,MO,CONTROL,-12,390,319,2007_1,1
218,449,1,2007,MO,CONTROL,-12,391,402,2007_1,1
218,449,1,2007,MO,CONTROL,-12,392,393,2007_1,1
218,449,1,2007,MO,CONTROL,-12,393,260,2007_1,1
218,449,1,2007,MO,CONTROL,-12,394,382,2007_1,1
218,449,1,2008,MO,CONTROL,9,395,477,2008_1,1
218,450,1,2006,MO,TREAT,-1,396,140.09,2006_1,1
218,450,1,2006,MO,TREAT,-1,397,180.29,2006_1,1
218,450,1,2006,MO,TREAT,-1,398,128.49,2006_1,1
218,450,1,2007,MO,TREAT,-12,NA,NA,2007_1,NA
218,450,1,2008,MO,TREAT,9,NA,NA,2008_1,NA
219,451,1,2006,MO,CONTROL,-6,399,199.47,2006_1,1
219,451,1,2007,MO,CONTROL,-6,NA,NA,2007_1,NA
219,451,1,2008,MO,CONTROL,-15,NA,NA,2008_1,NA
219,452,1,2006,MO,TREAT,-6,NA,NA,2006_1,NA
219,452,1,2007,MO,TREAT,-5,400,289,2007_1,1
219,452,1,2008,MO,TREAT,-15,NA,NA,2008_1,NA
220,453,1,2006,MO,CONTROL,0,401,72.34,2006_1,1
220,453,1,2006,MO,CONTROL,0,402,470.34,2006_1,1
220,453,1,2007,MO,CONTROL,-13,403,123,2007_1,1
220,453,1,2007,MO,CONTROL,-13,404,143,2007_1,1
220,453,1,2007,MO,CONTROL,-13,405,133,2007_1,1
220,453,1,2007,MO,CONTROL,-13,406,132,2007_1,1
220,453,1,2008,MO,CONTROL,8,NA,NA,2008_1,NA
220,454,1,2006,MO,TREAT,0,407,394.76,2006_1,1
220,454,1,2006,MO,TREAT,0,408,242.97,2006_1,1
220,454,1,2007,MO,TREAT,-13,409,295,2007_1,1
220,454,1,2007,MO,TREAT,-13,410,215,2007_1,1
220,454,1,2008,MO,TREAT,8,NA,NA,2008_1,NA
221,455,1,2006,MO,CONTROL,-7,NA,NA,2006_1,NA
221,455,1,2007,MO,CONTROL,-6,NA,NA,2007_1,NA
221,455,1,2008,MO,CONTROL,-21,NA,NA,2008_1,NA
221,456,1,2006,MO,TREAT,-7,NA,NA,2006_1,NA
221,456,1,2007,MO,TREAT,-6,NA,NA,2007_1,NA
221,456,1,2008,MO,TREAT,-21,411,173,2008_1,1
221,456,1,2008,MO,TREAT,-21,412,177,2008_1,1
221,456,1,2008,MO,TREAT,-21,413,117,2008_1,1
222,457,1,2006,MO,CONTROL,-16,414,234.26,2006_1,1
222,457,1,2006,MO,CONTROL,-16,415,175.7,2006_1,1
222,457,1,2007,MO,CONTROL,-18,416,315,2007_1,1
222,457,1,2007,MO,CONTROL,-18,417,307,2007_1,1
222,457,1,2007,MO,CONTROL,-18,418,328,2007_1,1
222,457,1,2007,MO,CONTROL,-18,419,327,2007_1,1
222,457,1,2007,MO,CONTROL,-18,420,192,2007_1,1
222,457,1,2008,MO,CONTROL,9,421,402,2008_1,1
222,457,1,2008,MO,CONTROL,9,422,296,2008_1,1
222,457,1,2008,MO,CONTROL,9,423,341,2008_1,1
222,458,1,2006,MO,TREAT,-16,424,209.79,2006_1,1
222,458,1,2006,MO,TREAT,-16,425,143.3,2006_1,1
222,458,1,2006,MO,TREAT,-16,426,373.4,2006_1,1
222,458,1,2006,MO,TREAT,-16,427,327.65,2006_1,1
222,458,1,2007,MO,TREAT,-18,428,173,2007_1,1
222,458,1,2007,MO,TREAT,-18,429,125,2007_1,1
222,458,1,2007,MO,TREAT,-18,430,233,2007_1,1
222,458,1,2007,MO,TREAT,-18,431,297,2007_1,1
222,458,1,2008,MO,TREAT,9,432,319,2008_1,1
222,458,1,2008,MO,TREAT,9,433,153,2008_1,1
222,458,1,2008,MO,TREAT,9,434,476,2008_1,1
222,458,1,2008,MO,TREAT,9,435,473,2008_1,1
222,458,1,2008,MO,TREAT,9,436,290,2008_1,1
222,458,1,2008,MO,TREAT,9,437,148,2008_1,1
223,459,1,2006,MO,CONTROL,-17,438,268.76,2006_1,1
223,459,1,2006,MO,CONTROL,-17,439,260.3,2006_1,1
223,459,1,2006,MO,CONTROL,-17,440,360.05,2006_1,1
223,459,1,2006,MO,CONTROL,-17,NA,NA,2006_1,NA
223,459,1,2006,MO,CONTROL,-17,441,477.44,2006_1,1
223,459,1,2007,MO,CONTROL,-17,442,323,2007_1,1
223,459,1,2007,MO,CONTROL,-17,443,171,2007_1,1
223,459,1,2008,MO,CONTROL,-7,NA,NA,2008_1,NA
223,460,1,2006,MO,TREAT,-17,444,356.07,2006_1,1
223,460,1,2006,MO,TREAT,-17,445,314.79,2006_1,1
223,460,1,2006,MO,TREAT,-17,446,428.74,2006_1,1
223,460,1,2007,MO,TREAT,-17,447,339,2007_1,1
223,460,1,2008,MO,TREAT,-7,448,266,2008_1,1
224,461,1,2006,MO,CONTROL,-21,449,388.14,2006_1,1
224,461,1,2007,MO,CONTROL,-19,450,385,2007_1,1
224,461,1,2007,MO,CONTROL,-19,451,394,2007_1,1
224,461,1,2008,MO,CONTROL,8,NA,NA,2008_1,NA
224,462,1,2006,MO,TREAT,-21,452,234.58,2006_1,1
224,462,1,2006,MO,TREAT,-21,453,222.42,2006_1,1
224,462,1,2006,MO,TREAT,-21,454,372.22,2006_1,1
224,462,1,2006,MO,TREAT,-21,455,493.42,2006_1,1
224,462,1,2007,MO,TREAT,-19,456,340,2007_1,1
224,462,1,2007,MO,TREAT,-19,457,366,2007_1,1
224,462,1,2007,MO,TREAT,-19,458,202,2007_1,1
224,462,1,2008,MO,TREAT,8,459,197,2008_1,1
224,462,1,2008,MO,TREAT,8,460,219,2008_1,1
224,462,1,2008,MO,TREAT,8,461,177,2008_1,1
224,462,1,2008,MO,TREAT,8,462,421,2008_1,1
225,463,1,2006,MO,CONTROL,-20,463,257.31,2006_1,1
225,463,1,2006,MO,CONTROL,-20,464,370.29,2006_1,1
225,463,1,2006,MO,CONTROL,-20,465,223.64,2006_1,1
225,463,1,2006,MO,CONTROL,-20,466,236.82,2006_1,1
225,463,1,2006,MO,CONTROL,-20,467,387.5,2006_1,1
225,463,1,2007,MO,CONTROL,-20,468,160,2007_1,1
225,463,1,2007,MO,CONTROL,-20,469,171,2007_1,1
225,463,1,2007,MO,CONTROL,-20,470,341,2007_1,1
225,463,1,2007,MO,CONTROL,-20,471,191,2007_1,1
225,463,1,2008,MO,CONTROL,-4,472,267,2008_1,1
225,463,1,2008,MO,CONTROL,-4,473,164,2008_1,1
225,464,1,2006,MO,TREAT,-20,474,148.71,2006_1,1
225,464,1,2006,MO,TREAT,-20,475,387.7,2006_1,1
225,464,1,2007,MO,TREAT,-20,476,152,2007_1,1
225,464,1,2007,MO,TREAT,-20,477,109,2007_1,1
225,464,1,2007,MO,TREAT,-20,478,236,2007_1,1
225,464,1,2007,MO,TREAT,-20,479,254,2007_1,1
225,464,1,2008,MO,TREAT,-4,480,259,2008_1,1
225,464,1,2008,MO,TREAT,-4,481,275,2008_1,1
225,464,1,2008,MO,TREAT,-4,482,38,2008_1,1
225,464,1,2008,MO,TREAT,-4,483,376,2008_1,1
226,465,1,2006,MO,CONTROL,-13,484,101.47,2006_1,1
226,465,1,2006,MO,CONTROL,-13,485,167.82,2006_1,1
226,465,1,2006,MO,CONTROL,-13,486,164.9,2006_1,1
226,465,1,2006,MO,CONTROL,-13,487,150.83,2006_1,1
226,465,1,2007,MO,CONTROL,-10,NA,NA,2007_1,NA
226,465,1,2008,MO,CONTROL,-1,488,280,2008_1,1
226,465,1,2008,MO,CONTROL,-1,489,132,2008_1,1
226,466,1,2006,MO,TREAT,-13,490,403.25,2006_1,1
226,466,1,2006,MO,TREAT,-13,491,266.52,2006_1,1
226,466,1,2007,MO,TREAT,-10,NA,NA,2007_1,NA
226,466,1,2008,MO,TREAT,-1,492,387,2008_1,1
226,466,1,2008,MO,TREAT,-1,493,165,2008_1,1
226,466,1,2008,MO,TREAT,-1,494,443,2008_1,1
226,466,1,2008,MO,TREAT,-1,495,231,2008_1,1
226,466,1,2008,MO,TREAT,-1,496,268,2008_1,1
227,467,1,2006,MO,CONTROL,-17,497,82.64,2006_1,1
227,467,1,2006,MO,CONTROL,-17,498,128.53,2006_1,1
227,467,1,2006,MO,CONTROL,-17,499,149.8,2006_1,1
227,467,1,2006,MO,CONTROL,-17,500,104.34,2006_1,1
227,467,1,2007,MO,CONTROL,-5,501,185,2007_1,1
227,467,1,2007,MO,CONTROL,-5,502,260,2007_1,1
227,467,1,2007,MO,CONTROL,-5,503,249,2007_1,1
227,467,1,2008,MO,CONTROL,0,504,266,2008_1,1
227,467,1,2008,MO,CONTROL,0,505,187,2008_1,1
227,467,1,2008,MO,CONTROL,0,506,131,2008_1,1
227,467,1,2008,MO,CONTROL,0,507,286,2008_1,1
227,468,1,2006,MO,TREAT,-17,508,243.09,2006_1,1
227,468,1,2006,MO,TREAT,-17,509,279.54,2006_1,1
227,468,1,2006,MO,TREAT,-17,510,304.16,2006_1,1
227,468,1,2006,MO,TREAT,-17,511,327.69,2006_1,1
227,468,1,2007,MO,TREAT,-5,512,76,2007_1,1
227,468,1,2007,MO,TREAT,-5,513,213,2007_1,1
227,468,1,2008,MO,TREAT,0,514,290,2008_1,1
227,468,1,2008,MO,TREAT,0,515,477,2008_1,1
227,468,1,2008,MO,TREAT,0,516,456,2008_1,1
228,469,1,2006,MO,CONTROL,-14,517,347.9,2006_1,1
228,469,1,2006,MO,CONTROL,-14,518,349.47,2006_1,1
228,469,1,2006,MO,CONTROL,-14,519,371.68,2006_1,1
228,469,1,2006,MO,CONTROL,-14,520,261.36,2006_1,1
